"ad_click","age","gender","income","location","device","interest_category","time_spent_on_site","number_of_pages_viewed"
1,46,"male",142328,"urban","mobile","Technology",28,18
0,35,"male",99523,"suburban","mobile","Travel",21,21
1,34,"female",213830,"rural","mobile","Travel",37,20
1,39,"male",144907,"urban","desktop","Travel",39,11
0,43,"male",173364,"suburban","desktop","Technology",50,10
1,20,"male",158719,"suburban","mobile","Fashion",17,20
0,61,"male",69352,"rural","desktop","Travel",16,22
1,49,"male",101318,"rural","mobile","Fashion",25,14
1,20,"male",243895,"urban","desktop","Fashion",9,21
1,31,"male",199047,"urban","desktop","Fashion",39,9
1,48,"male",65534,"suburban","desktop","Fashion",17,19
0,32,"female",99220,"suburban","mobile","Travel",58,24
1,53,"female",26073,"suburban","desktop","Fashion",60,10
0,45,"male",22341,"suburban","mobile","Fashion",10,3
0,46,"female",21829,"urban","desktop","Sports",2,2
1,38,"female",228975,"rural","mobile","Fashion",56,20
1,65,"female",120185,"urban","desktop","Technology",48,15
1,70,"female",245374,"rural","desktop","Technology",57,3
1,56,"female",28139,"urban","desktop","Technology",28,22
1,28,"female",85222,"suburban","desktop","Technology",29,5
0,57,"female",40161,"urban","desktop","Technology",30,23
1,50,"female",160535,"urban","desktop","Sports",24,21
1,47,"male",81297,"rural","mobile","Technology",57,10
1,33,"female",202710,"suburban","desktop","Fashion",52,2
1,57,"male",131120,"urban","mobile","Fashion",16,7
1,25,"male",58634,"urban","mobile","Fashion",52,8
1,53,"male",137366,"suburban","mobile","Technology",46,17
1,34,"male",166950,"suburban","mobile","Sports",26,6
1,58,"female",155511,"suburban","desktop","Fashion",15,11
0,64,"male",213720,"suburban","mobile","Fashion",42,21
0,68,"female",150512,"urban","mobile","Technology",13,10
1,34,"male",227358,"suburban","mobile","Technology",42,7
1,44,"male",160114,"rural","mobile","Sports",11,2
1,34,"female",205306,"urban","desktop","Fashion",33,25
1,55,"male",195277,"suburban","desktop","Fashion",33,24
0,47,"female",29243,"urban","mobile","Technology",50,7
1,41,"male",82205,"urban","desktop","Technology",23,9
0,19,"male",36630,"suburban","mobile","Technology",15,24
1,34,"male",169755,"suburban","mobile","Fashion",50,14
1,43,"male",97066,"suburban","desktop","Fashion",52,24
0,58,"female",81429,"suburban","mobile","Fashion",56,9
1,20,"female",237780,"suburban","mobile","Technology",51,9
0,49,"female",39814,"rural","desktop","Fashion",13,5
0,65,"male",121030,"suburban","mobile","Sports",35,19
1,40,"male",107557,"urban","desktop","Fashion",49,4
0,58,"male",127964,"urban","desktop","Technology",26,14
1,45,"male",185651,"urban","desktop","Technology",19,4
0,53,"male",107332,"rural","desktop","Technology",14,8
1,65,"female",199992,"urban","desktop","Technology",34,22
1,37,"male",219463,"urban","mobile","Travel",35,24
1,33,"male",132703,"urban","desktop","Travel",50,23
1,62,"male",239242,"urban","desktop","Sports",11,23
1,33,"male",194743,"rural","desktop","Technology",42,1
1,32,"female",188190,"urban","desktop","Technology",40,5
0,47,"female",83129,"suburban","desktop","Fashion",24,21
1,35,"male",67096,"rural","desktop","Travel",6,5
0,33,"female",195052,"rural","desktop","Sports",46,9
0,28,"female",31986,"rural","mobile","Sports",13,2
1,26,"female",176448,"rural","desktop","Fashion",59,18
0,58,"male",72070,"suburban","desktop","Technology",5,16
0,42,"female",109327,"urban","mobile","Fashion",36,4
1,25,"female",207950,"suburban","desktop","Fashion",57,24
1,36,"male",157402,"suburban","desktop","Technology",57,22
0,19,"female",173003,"urban","mobile","Technology",33,8
1,27,"male",57693,"rural","desktop","Sports",17,13
1,57,"male",204159,"rural","desktop","Fashion",15,1
1,49,"female",119224,"rural","desktop","Sports",48,3
1,38,"female",107445,"urban","desktop","Fashion",47,8
1,44,"male",244479,"urban","desktop","Sports",34,1
1,32,"female",171760,"rural","desktop","Sports",31,9
1,36,"female",151191,"rural","mobile","Travel",7,6
1,44,"male",181505,"suburban","mobile","Fashion",47,11
1,28,"male",229366,"suburban","desktop","Sports",27,23
1,55,"male",180379,"urban","mobile","Travel",2,9
1,30,"male",121801,"suburban","mobile","Travel",9,22
1,61,"male",240290,"suburban","desktop","Sports",24,23
0,45,"female",114328,"rural","desktop","Sports",43,8
1,66,"male",59131,"urban","desktop","Sports",33,19
1,26,"female",147607,"rural","desktop","Fashion",53,20
0,56,"male",25952,"urban","mobile","Travel",6,18
1,35,"female",245952,"urban","mobile","Technology",51,18
1,20,"male",52202,"urban","desktop","Technology",37,8
1,24,"male",89615,"urban","mobile","Technology",12,4
1,68,"female",50676,"urban","desktop","Technology",13,9
1,67,"female",53286,"suburban","desktop","Technology",58,25
1,40,"male",197681,"rural","mobile","Travel",24,5
0,69,"female",152512,"suburban","desktop","Technology",24,13
1,45,"male",150899,"suburban","desktop","Technology",56,15
1,51,"female",182846,"suburban","mobile","Sports",19,13
1,52,"male",234271,"suburban","desktop","Travel",15,5
1,67,"male",62301,"suburban","desktop","Sports",44,17
0,64,"male",51114,"suburban","mobile","Sports",56,6
0,27,"female",72846,"suburban","desktop","Sports",45,6
0,68,"female",176321,"suburban","desktop","Technology",16,21
0,59,"female",51316,"suburban","mobile","Technology",13,5
1,26,"female",77830,"urban","mobile","Fashion",25,10
1,33,"female",65001,"urban","mobile","Sports",37,4
1,49,"male",206487,"urban","desktop","Technology",14,14
1,66,"male",215123,"suburban","desktop","Sports",6,2
0,65,"male",158496,"rural","desktop","Sports",58,24
1,34,"female",220566,"suburban","desktop","Sports",3,12
0,49,"female",65593,"suburban","mobile","Travel",41,23
1,28,"male",196211,"suburban","desktop","Travel",6,16
1,25,"female",114750,"urban","desktop","Fashion",46,25
1,34,"male",132768,"suburban","mobile","Sports",8,1
1,36,"female",223520,"suburban","desktop","Sports",19,9
1,51,"female",100936,"urban","desktop","Travel",14,15
0,60,"male",152841,"rural","desktop","Sports",49,20
1,30,"female",101113,"rural","desktop","Travel",57,17
1,38,"female",96066,"rural","mobile","Fashion",36,22
1,62,"female",97474,"urban","mobile","Technology",38,6
1,47,"male",197348,"rural","desktop","Sports",48,3
1,34,"male",228501,"urban","mobile","Travel",56,15
0,40,"male",125656,"rural","desktop","Fashion",39,3
0,40,"male",24459,"suburban","desktop","Fashion",58,4
1,22,"male",248003,"suburban","desktop","Fashion",26,4
1,38,"female",225107,"suburban","mobile","Sports",8,7
1,18,"female",124298,"suburban","mobile","Technology",60,1
1,20,"female",234086,"suburban","desktop","Travel",33,24
0,57,"male",92486,"urban","desktop","Sports",51,17
1,37,"male",85833,"urban","desktop","Travel",59,17
0,46,"male",138231,"rural","desktop","Travel",28,3
0,65,"female",140916,"suburban","mobile","Technology",49,4
1,20,"male",145610,"urban","mobile","Sports",11,3
1,41,"male",193960,"urban","mobile","Fashion",59,23
1,21,"female",173130,"urban","desktop","Sports",34,7
0,49,"male",94050,"suburban","desktop","Travel",20,6
1,51,"female",201757,"rural","mobile","Fashion",46,2
1,69,"female",224937,"rural","desktop","Sports",44,17
1,18,"female",66238,"suburban","desktop","Fashion",26,1
0,63,"female",58602,"urban","desktop","Fashion",6,23
1,60,"male",207630,"suburban","mobile","Fashion",41,4
1,53,"female",125447,"suburban","desktop","Sports",3,11
1,20,"female",218809,"rural","desktop","Travel",54,10
0,34,"female",58676,"urban","mobile","Sports",6,17
1,28,"female",197340,"suburban","mobile","Sports",56,4
1,32,"male",232778,"urban","desktop","Travel",27,2
0,63,"male",126077,"suburban","mobile","Technology",5,25
1,61,"male",143489,"rural","desktop","Technology",48,18
1,69,"male",26940,"rural","mobile","Travel",27,7
1,62,"female",105903,"urban","desktop","Technology",26,24
1,55,"male",118332,"suburban","mobile","Fashion",20,7
1,48,"female",155914,"urban","desktop","Technology",31,25
0,45,"female",80882,"suburban","desktop","Technology",46,10
1,22,"female",137411,"urban","desktop","Fashion",55,20
1,26,"male",236548,"rural","mobile","Sports",54,18
1,57,"female",98003,"urban","desktop","Travel",34,15
0,64,"male",154907,"suburban","desktop","Travel",9,1
1,18,"female",249359,"suburban","mobile","Travel",4,18
1,38,"male",101912,"suburban","mobile","Fashion",33,24
1,21,"female",171760,"urban","desktop","Travel",49,9
1,40,"female",128106,"urban","desktop","Fashion",57,22
1,36,"female",44819,"urban","desktop","Technology",23,4
1,60,"female",248247,"urban","mobile","Travel",37,25
1,19,"male",78764,"suburban","desktop","Fashion",46,23
1,42,"female",126236,"suburban","desktop","Fashion",7,24
1,45,"male",107154,"suburban","mobile","Sports",23,12
1,47,"male",163392,"suburban","desktop","Travel",26,21
0,29,"female",36980,"suburban","mobile","Fashion",51,4
1,46,"female",36114,"suburban","desktop","Travel",38,12
1,59,"male",38529,"suburban","desktop","Fashion",34,11
0,33,"female",33246,"suburban","desktop","Fashion",9,23
1,57,"male",227792,"suburban","mobile","Technology",56,6
1,66,"female",118380,"urban","mobile","Travel",54,24
0,28,"male",48131,"urban","desktop","Travel",44,16
1,18,"male",85065,"rural","desktop","Sports",21,23
1,19,"female",171685,"suburban","mobile","Sports",37,14
1,53,"female",58154,"suburban","desktop","Travel",33,25
1,60,"male",115210,"urban","desktop","Travel",32,19
1,30,"female",111857,"suburban","mobile","Technology",38,23
1,56,"male",233139,"urban","desktop","Technology",7,12
1,50,"female",51611,"suburban","desktop","Fashion",35,5
0,57,"male",32854,"urban","mobile","Fashion",35,3
0,59,"male",91122,"suburban","desktop","Fashion",38,7
1,19,"male",29231,"urban","mobile","Travel",34,1
1,57,"female",80515,"urban","desktop","Sports",44,12
1,66,"female",178588,"urban","desktop","Sports",58,13
1,46,"male",182178,"rural","desktop","Sports",37,12
1,59,"male",113463,"rural","mobile","Sports",48,21
1,34,"female",124274,"suburban","mobile","Travel",58,3
1,30,"male",205119,"urban","desktop","Travel",30,9
1,27,"male",105575,"suburban","desktop","Technology",56,11
0,63,"male",171530,"suburban","desktop","Travel",20,22
1,32,"female",237311,"rural","mobile","Travel",7,1
0,24,"female",41252,"suburban","desktop","Travel",49,2
0,51,"female",118477,"urban","mobile","Sports",44,6
0,56,"male",80266,"suburban","desktop","Fashion",58,5
0,57,"female",159658,"suburban","mobile","Sports",22,15
1,50,"male",102209,"urban","desktop","Sports",12,11
0,41,"male",205978,"urban","mobile","Travel",6,19
1,32,"male",174263,"rural","desktop","Sports",39,2
0,61,"female",135199,"rural","mobile","Technology",25,2
1,65,"male",177807,"suburban","mobile","Sports",24,19
1,36,"female",236612,"suburban","mobile","Technology",11,17
1,60,"female",153783,"rural","mobile","Fashion",38,15
1,25,"female",22125,"urban","desktop","Technology",57,20
0,46,"female",108793,"suburban","desktop","Technology",14,22
1,21,"male",44586,"suburban","mobile","Sports",31,23
1,49,"male",200418,"urban","mobile","Technology",60,7
1,31,"male",156948,"suburban","desktop","Travel",24,25
0,26,"male",72014,"urban","desktop","Travel",52,9
1,62,"male",238889,"suburban","desktop","Travel",50,2
1,39,"female",228718,"rural","mobile","Travel",38,12
1,36,"male",115615,"suburban","mobile","Technology",5,20
0,70,"female",95830,"rural","mobile","Technology",41,22
1,59,"male",70138,"suburban","desktop","Sports",22,12
0,68,"female",193480,"rural","desktop","Sports",9,8
1,23,"male",182848,"urban","desktop","Technology",12,15
0,27,"female",72060,"urban","desktop","Sports",11,14
1,29,"male",129916,"rural","desktop","Fashion",7,21
0,53,"male",106411,"rural","mobile","Technology",42,25
0,67,"female",90110,"rural","mobile","Sports",11,16
1,36,"male",152295,"rural","mobile","Technology",5,10
1,38,"female",202702,"urban","desktop","Technology",11,3
1,45,"female",123838,"rural","desktop","Technology",21,19
1,69,"male",82840,"suburban","desktop","Technology",20,21
1,54,"female",137126,"suburban","desktop","Travel",41,3
0,37,"male",224585,"rural","desktop","Technology",19,5
1,56,"male",134648,"urban","mobile","Travel",31,25
0,55,"male",170277,"urban","mobile","Technology",19,9
0,49,"male",48576,"suburban","mobile","Fashion",18,25
0,57,"male",92907,"urban","mobile","Fashion",13,17
1,56,"female",205132,"urban","desktop","Travel",58,11
1,24,"female",42431,"suburban","desktop","Travel",6,15
1,54,"female",100197,"suburban","mobile","Sports",15,22
1,46,"female",236455,"suburban","desktop","Fashion",55,24
1,38,"male",135377,"urban","desktop","Fashion",10,21
1,38,"male",243285,"rural","desktop","Sports",23,18
0,45,"female",163991,"suburban","desktop","Technology",15,3
1,47,"female",247099,"suburban","mobile","Technology",14,12
1,26,"male",174212,"urban","desktop","Travel",55,1
0,63,"male",70053,"urban","desktop","Technology",9,9
1,58,"male",165245,"urban","desktop","Technology",14,17
0,51,"male",71047,"rural","desktop","Travel",27,9
1,54,"female",113605,"rural","mobile","Sports",45,6
1,40,"male",157802,"rural","desktop","Travel",58,20
1,24,"female",241295,"urban","mobile","Technology",29,19
1,66,"male",214334,"urban","desktop","Travel",9,16
1,70,"male",186556,"urban","mobile","Technology",23,4
1,19,"male",59646,"urban","mobile","Technology",34,8
0,36,"male",241976,"rural","mobile","Travel",20,14
1,66,"male",92552,"urban","desktop","Travel",10,2
1,31,"male",25393,"urban","mobile","Travel",19,14
0,63,"male",142784,"urban","desktop","Technology",25,18
1,22,"female",44176,"rural","mobile","Fashion",55,18
1,34,"female",136794,"suburban","desktop","Fashion",58,12
0,51,"male",96645,"urban","mobile","Travel",43,17
1,67,"female",94972,"rural","desktop","Technology",51,7
1,44,"female",49538,"suburban","desktop","Fashion",41,1
1,46,"female",192395,"rural","mobile","Technology",43,21
0,54,"female",158433,"suburban","mobile","Sports",4,16
1,37,"male",180403,"rural","desktop","Technology",46,1
1,27,"female",204107,"suburban","mobile","Technology",49,3
1,55,"male",140228,"suburban","mobile","Fashion",16,21
1,64,"male",203467,"suburban","mobile","Fashion",42,20
1,25,"female",109032,"suburban","mobile","Technology",49,9
1,26,"male",149599,"rural","mobile","Sports",21,3
1,61,"male",235082,"urban","desktop","Travel",25,14
1,45,"male",217572,"suburban","mobile","Sports",9,2
1,23,"male",218651,"suburban","mobile","Sports",39,6
1,68,"male",219014,"suburban","desktop","Sports",21,20
1,44,"male",238769,"urban","desktop","Fashion",38,6
1,66,"female",49693,"suburban","mobile","Technology",29,23
0,60,"male",79687,"rural","desktop","Sports",22,21
1,29,"male",224545,"urban","mobile","Technology",26,18
0,56,"female",106094,"rural","desktop","Travel",7,19
1,66,"male",181213,"suburban","desktop","Sports",40,9
0,55,"female",151609,"rural","desktop","Technology",2,23
1,54,"female",58911,"urban","desktop","Travel",57,18
1,41,"male",162831,"urban","desktop","Technology",50,3
1,69,"male",193535,"urban","desktop","Sports",16,25
1,18,"female",87655,"rural","desktop","Sports",50,14
1,33,"female",197544,"urban","desktop","Sports",45,17
1,43,"female",201498,"rural","desktop","Travel",54,7
1,29,"male",248254,"urban","desktop","Sports",41,15
1,25,"male",198737,"urban","desktop","Technology",19,17
0,66,"female",242971,"suburban","mobile","Fashion",9,7
1,32,"female",60219,"suburban","mobile","Sports",55,3
1,69,"male",111117,"rural","mobile","Sports",53,23
1,19,"female",232063,"rural","desktop","Technology",36,19
1,30,"female",212210,"suburban","desktop","Travel",11,25
1,26,"female",74575,"urban","desktop","Technology",40,19
1,26,"female",96606,"suburban","desktop","Sports",53,20
0,51,"male",20575,"rural","desktop","Sports",14,25
1,25,"male",155314,"rural","desktop","Travel",8,21
1,24,"female",240116,"rural","desktop","Technology",24,24
1,40,"male",216654,"suburban","mobile","Travel",33,2
0,49,"female",158997,"suburban","desktop","Sports",45,4
1,26,"male",31677,"suburban","desktop","Fashion",16,12
1,64,"female",182317,"rural","desktop","Technology",53,22
0,69,"male",53987,"suburban","mobile","Technology",12,14
1,21,"female",45445,"suburban","mobile","Travel",9,3
1,33,"female",28404,"suburban","desktop","Technology",18,22
0,49,"female",77730,"rural","desktop","Fashion",46,18
1,67,"female",22271,"rural","desktop","Fashion",49,24
1,18,"male",143004,"suburban","desktop","Travel",48,4
1,40,"male",158044,"suburban","mobile","Sports",55,16
0,44,"female",92078,"suburban","mobile","Technology",4,21
0,61,"female",31739,"suburban","desktop","Sports",19,7
1,37,"female",83679,"suburban","mobile","Fashion",45,18
1,35,"female",54564,"urban","mobile","Travel",53,18
0,53,"female",67997,"suburban","desktop","Fashion",24,20
0,53,"female",107948,"urban","desktop","Sports",30,7
1,48,"female",99179,"rural","mobile","Fashion",45,11
1,27,"male",217577,"suburban","mobile","Sports",12,4
1,43,"female",202279,"suburban","mobile","Sports",43,2
0,44,"female",160030,"suburban","mobile","Travel",23,23
